article_id,link,content,title,month,year
748,https://www.thequint.com/voices/opinion/central-vista-redevelopment-expenditure-modi-govt-erasing-history-public-access-bureaucracy,"Every now and then, the concept of heritage conservation gets embroiled in debate  one which is, on the one hand, a journey to self discovery, and on the other hand, concerns the motives of the elected custodians of our heritage .The results lay bare the real intentions of the empowered, and their political ambitions.

Our heritage is but a part and parcel of our history and everyday life. The built heritage of a city exemplifies the very life of the citizens. The entire Central Vista of New Delhi is poised for a major change. It has been noted by many experts that the proposals are massive, mindless, unnecessary, and of the nature of an irreversible transformation.

The entire process of the re-modelling of this icon of Indian democracy has been undemocratically shrouded in mystery. Yet, the national outrage, the protests and the pleas to stop this seem to have had little effect on the State.","Central Vista Revamp: India Is Amid Crisis, This Is Not The Time To Invest In Fantasies Guided By Dreams | OPINION",1,2021
749,https://www.thequint.com/news/law/dismiss-plea-against-central-vista-centre-tells-supreme-court-matter-adjourned,"Asserting that the Central Vista is being erected ""for the larger benefit of the public,"" the government urged the court to dismiss the plea filed against the project and impose a fine on the petitioner, reported NDTV.

The matter has been adjourned to 16 November.",Dismiss Plea Against Central Vista: Centre Tells Supreme Court; Matter Adjourned,10,2021
750,https://www.thequint.com/voices/opinion/central-vista-redevelopment-unravelling-the-tangled-knots-of-objections-and-concerns,"Reviewing the government's proposal to redevelop the Central Vista of New Delhi as an exclusive government office zone  which includes a new Parliament as well as new residences for the PM and the Vice President  the whole issue seems still more tangled.

As a nationwide collective of concerned citizens from diverse walks of life, we have been examining this matter at great depth for the last few months. And given the paucity of information available to the public, we feel it is necessary to highlight various diverse and seemingly unconnected factors. These may seem like technical matters but need to be highlighted for the general understanding of the people of India.

To an extent, we feel even the government has not been fully apprised of the ramifications of this project by the bureaucrats and technocrats who may have devised this grandiose and unworkable project. It is not likely that any government would endanger its popularity through a scheme which will cause pain to many  and may seem doomed to fail.",Unravelling the Tangled Knots of Central Vista Redevelopment,1,2021
751,https://www.thequint.com/news/india/national-importance-central-government-defends-central-vista-construction-amid-alarming-aqi,"In response to a plea concerning the alarming air pollution levels in Delhi, the Centre told the Supreme Court on Wednesday, 1 December, that the new Parliament building and Central Vista are of 'national importance', indicating why their construction was ongoing despite the growing environmental and health concern.

Appearing for petitioner Aditya Dubey, advocate Vikas Singh contended that while smaller building projects had been halted in view of the right to life, including in its purview the right to clean air and environment, ""the construction of the massive Central Vista was being carried on at full swing right under the nose of the Supreme Court,"" NDTV reported.

Singh asked, ""Is Central Vista work more important than the lives of crores of residents of Delhi and NCR?""

According to the Centre's counsel, the Central Vista project was in compliance with Construction and Demolition Waste Management Rules as well as ""each and every condition which is put to ensure that it does not cause any pollution.""",'National Importance': Govt Defends Central Vista Construction Amid Alarming Pollution Levels,12,2021
752,https://www.thequint.com/news/breaking-news/central-vista-project-sc-rejects-plea-challenging-change-in-land-use,"""Petitioner has not argued that change in land use is in a malafide manner. It is the argument of the petitioner that since in the past it was a recreational area, it should have been retained like that. This cannot be the scope of judicial review. It is the for the authority concerned and is a matter of public policy,"" the court said, according to Bar and Bench.

Justice AM Khanwilkar said the Vice President's residence and not a private property was being created at the site and hence there was bound to be greenery around. He said the plan had already been approved by the authorities unless the petitioner was alleging ""malafide in that process.""

The bench pointed out that the Centre has brought on record that they will increase the overall green area. After a hearing in the matter, the bench noted that the only argument of the petitioner is that in the past since the plot was shown as recreational ground, it should be retained as such.

""Assuming the plot was used for recreational area in the post, is it not open for the authorities to change for the holistic development of the area?"" the judge questioned.

""Will we start asking the common man now where will the residence of the Vice President be,"" he further asked.

(With inputs from Bar and Bench, LiveLaw, The Indian Express, and NDTV.)",Policy Matter: SC Junks Plea Against Change in Central Vista Project Land Use,11,2021
753,https://www.thequint.com/news/india/heritage-buildings-wont-be-touched-in-central-vista-project-govt,"Union Housing and Urban Development Minister Hardeep Singh Puri on Monday, 31 May, said that heritage, iconic, and cultural buildings will remain as they are, and none of these buildings will be touched during the construction work under the Central Vista project in the national capital.

While addressing the media, the Minister said that two projects are currently under implementation  the new Parliament building and the Central Vista Avenue.

""None of the historic, iconic and cultural buildings will be touched and a decision on these projects was taken before the pandemic. The total cost of the project is estimated around Rs 1,300 crore. We want to finish the new Parliament building by 2022 to mark 75 years of independence,"" Puri said.",New Parliament Building: Heritage Buildings Won't Be Touched in Central Vista Project: Govt,5,2021
754,https://www.thequint.com/news/india/central-vista-project-work-continues-in-delhi-amid-covid-19-pandemic,"Even as the second wave of COVID-19 ravaged India, disrupting families and resulting in thousands of deaths on a daily basis, work continues for the revamp of Central Vista, a pet project of the Narendra Modi government, worth an estimate of 200 billion rupees.

At a time when citizens and hospitals in Delhi are gasping for oxygen, the project has once again triggered anger among a section of people who questioned the necessity of spending such a huge sum of money on a reconstruction project, especially when the country is dealing with the pandemic.

The project, which involves creating a bigger parliament, revamping the North and South Blocks, and demolishing the existing structures on the Rajpath boulevard, has been given to Tata Projects Limited. This is estimated to cost around Rs 971 crore but experts say that it comes at an even bigger cost to the environment and the history of Delhi and India.",Priorities: Anger Over Work Continuing in Central Vista Amid COVID,4,2021
755,https://www.thequint.com/news/law/delhi-hc-refuses-to-halt-construction-for-centra-vista,"The petitioners in the instant case, Anya Malhotra and Sohail Hashmi, had sought a stay on the construction of Central Vista due to the COVID-19 situation in the national Capital and the threat of the site becoming a potential super spreader due to the construction work.

The plea contended that there was no rationale for classifying the Central Vista Project as an 'essential service', merely because some executive mandated contractual deadline was ostensibly required to be met.

Senior advocate Siddharth Luthra, who was appearing for the petitioners, argued that the petition was filed because they ""were afraid that their dereliction was going to lead to an Auschwitz on the gardens of Delhi'.","Delhi HC dismisses plea asking court to halt central vista project, calls the petition 'frivolous' and the hails the projects as having 'public importance'",5,2021
756,https://www.thequint.com/news/india/disaster-for-delhi-inside-dda-public-hearing-on-central-vista-redevelopment,"The public hearing on the redevelopment project of the Delhi Development Authority (DDA) ended on 7 February, Friday. Over two days, at least 1,200 people were called to attend the hearing on objections raised by 2,000 people on the Central vista redevelopment, reports IANS.

At the hearing, Poonam Prakash, head of the department of physical planning at the School of Panning and Architecture, told the board that the proposed change in land use adopted by the DDA is not 'legally tenable,' reported The Indian Express.",Disaster for Delhi: Inside DDA's Public Hearing on Central Vista,2,2020
757,https://www.thequint.com/news/india/netaji-statue-india-gate-bridges-toilets-what-is-new-at-the-central-vista-avenue-kartavya-path-rajpath,"Visitors coming to India Gate seem to be happy with the redeveloped vista and new amenities, like toilets and water kiosks.

Meenal, who had come from Gurugram to see the newly inaugurated stretch, said, ""We have grown up with the India Gate It has completely changed. Seeing this new statue is a proud moment for all of us."" About the amenities, she added, ""There are toilets now. Earlier we would have to leave and then come back if we needed a toilet. This was particularly difficult for women.""

Meanwhile, Jayakumar Pillai (49) brought his friend to the redeveloped stretch, thinking that he would like it since he was a student of history. ""I used to come here with friends, with family and I would bring my children here before. That's why I brought my friend, who is visiting Delhi for the first time, here today,"" he reminisced.

His friend, Baby Sam (62), who is visiting from Kerala, said that he feels like he has visited Delhi after coming to India Gate. He said, ""The redevelopment shows that the country is progressing""

Rakesh (28), a gol-gappa seller who has been working on the stretch for 8-9 years, said that it now has a ""VIP style to it.""","Netaji Statue,16 Bridges, 106 Toilets: What's New at the Central Vista Avenue?",9,2022
758,https://www.thequint.com/neon/social-buzz/twitter-reacts-to-central-vista-as-covid-claims-lives-across-india,"Lutyens' Delhi has always been the heart of the city and has attracted the attention of Delhites and those who travel to the city from around the country.

Rajpath, India Gate and lush green trees have been a spot for cyclists, those who like to jog and walk, and tourists for decades. Here's what the area looked like before Central Vista Project began.",Twitter Reacts to Central Vista as COVID Claims Lives Across India,5,2021
759,https://www.thequint.com/voices/opinion/central-vista-new-parliament-modi-government-decisions-supreme-court-environmental-impact,"The majority opinion by Justice AM Khanwilkar, who headed the three-judge Bench, and Justice Dinesh Maheshwari, said the change in land use under the Delhi Development Act in the restricted zone was 'just and proper'. The court did not find any infirmity in the grant of approval by the Central Vista Committee or the Heritage Conservation Committee. The judges said, as per a report by The Hindu, that there was no need for approval at the incipient stage of a project but it should be sought when the project materialised on the ground.

On a more controversial note  the court order states that 'the project proponent may set up smog tower(s) of adequate capacity, as being an integral part of the new Parliament building project; and additionally, use smog guns at the construction site throughout the construction phase is in progress on the site'.",Central Vista: 'Proof' That SC Backs Govt On Environmental Issues? | OPINION,1,2021
760,https://www.thequint.com/news/india/five-member-panel-to-monitor-central-vista-project,"The Union government has formed a five-member Central Vista Oversight committee to monitor and ensure timely completion of its ambitious Central Vista Redevelopment project, it announced on Saturday, 27 November.



The panel, headed by former finance secretary Ratan P Watal, will keep a tab on pace of work and its quality.



In a memorandum issued on Thursday, 25 November, the Union Housing and Urban Affairs Ministry said the committee has been formulated to ensure multi-agency and stakeholder coordination for integration of different works under the project.",Central Government Forms Five-Member Panel to Monitor Central Vista Project,11,2021
761,https://www.thequint.com/news/india/why-environment-clearance-sought-only-for-central-vista-new-parliament,"However, it's important to note that the ambiguity on the full area of the proposed Central Vista redevelopment persists  and with it, the ambiguity on the category of the EIA Rules, 2006 that the whole Central Vista project will come under.

Seeking environmental clearances through parcels of land has also been observed in the government's Chardham development project, which seeks to provide connectivity to four holy towns in Uttarakhand, according to senior Supreme Court advocate Sanjay Parekh who fought the case on behalf of the NGO petitioner.

Parekh says, 'A project needs to be taken in its entirety. It should require proper clearance under the 2006 EIA notification, and it can't be divided into segments to avoid taking environmental clearance.'",Exclusive | Central Vista Project: Why is Environment Clearance Being Sought Only for the New Parliament?,2,2020
762,https://www.thequint.com/news/india/hardeep-singh-puri-takes-on-congress-criticism-of-central-vista-project,"Taking a dig at Congress' criticism over the Central Vista Project, Union Minister for Housing and Urban Affairs Hardeep Singh Puri on Friday, 7 May, said that the party's discourse is 'bizarre' and that the PM Modi-led government has its priorities right.

Puri took to social media hours after Congress leader Rahul Gandhi criticised the project, calling it a 'criminal wastage'.","Cong Discourse on Central Vista 'Bizarre, Hypocritical': Union Min",5,2021
763,https://www.thequint.com/news/politics/central-vista-executive-enclave-for-new-pmo-awaits-nod-from-delhi-panel,"The proposal for the construction of Executive Enclave that will house the new Prime Minister's Office and the Cabinet Secretariat is yet to be cleared by the Delhi State Environment Impact Assessment Authority (SEIAA), official documents show.

An official of the Central Public Works Department (CPWD), which is the project proponent, said the proposal was submitted for environmental clearance in December last year.",Central Vista: Executive Enclave For New PMO Awaits Green Nod From Delhi Panel,8,2022
764,https://www.thequint.com/neon/memes/modi-governments-resolve-for-central-vista-project-is-kaafi-real,"In documents made public on Monday, 3 May, on the Ministry of Environment's portal, the Expert Appraisal Committee (EAC) of Infra 2 gave necessary environmental clearances to the 10 common official complex buildings under the Central Vista project.

Even at a time when the second wave of COVID-19 ravages India, disrupting families and resulting in thousands of deaths on a daily basis, work continues for the revamp of Modi government's pet project, worth an estimate of 200 billion rupees.

While COVID positive patients die due to the lack of oxygen and India's health infrastructure crumbles, the government shows great resolve in their efforts to get PM's residential complex ready by May 2022, as part of a time-bound priority.",Modi Govt's Resolve for Central Vista Project Is 'Kaafi Real''�,5,2021
765,https://www.thequint.com/news/india/lift-veil-from-central-vista-redevelopment-plan-cpi-m-to-modi-govt,"The CPI(M) on Sunday demanded that the government 'lifts the veil' from the redevelopment plan for the Central Vista in Delhi, and said such a historical project should not be rushed.

According to the plan, the government would redevelop the 3 km-stretch of the Central Vista spanning from the Rashtrapati Bhavan to the India Gate with the Union Housing and Urban Affairs Ministry saying that the entire project will be completed by 2024.

On September 2 last year, the Centre had floated a request for proposal for the 'development or redevelopment of Parliament Building, Common Central Secretariat and Central Vista.' A statement from the party said,",Lift Veil From Central Vista Redevelopment Plan: CPI (M) to Govt,2,2020
766,https://www.thequint.com/news/india/amid-covid-19-crisis-sonia-gandhi-asks-pm-modi-to-scrap-central-vista,"The Central Vista project aims to revamp the 3km long stretch along Rajpath, and in the process, transform the seat of government in India. The new plan includes a triangular Parliament building, with a seating capacity of 900 to 1,200 MPs and a common Central Secretariat.

The bid to design and plan the redevelopment was won by Gujarat-based architecture firm HCP Designs, led by Bimal Patel. According to the proposed plan, the IGNCA building and other nine others including Udyog Bhawan, Nirman Bhawan, Shashtri Bhawan, and vice-president's residence are also likely to be demolished. The timeline for the project also has come under criticism, with the target for the new Parliament being August 2022, and the deadline for a common Central Secretariat set at 2024.

With the COVID-19 outbreak, and its impact on the Indian economy, what will be the future of PM Modi's ambitious project?","Amid COVID-19 Crisis, Sonia Gandhi Asks PM to Scrap Central Vista",4,2020
767,https://www.thequint.com/news/india/central-vista-project-delhis-3-iconic-buildings-to-be-demolished,"These include the famous dancing girl of Harappa, Nataraja in Chola Bronze, relics of Buddha, Ganjifa cards, Tanjore paintings, and wood carved doors. These objects will be shifted to North or South Block, NDTV reported.

The main building of the National Archives will remain untouched, however, the annexe structure will be torn down and a new building will be constructed. The archival records kept here include 45 lakh files, 25,000 rare manuscripts, over 1 lakh maps and 1.3 lakh Mughal documents. The shifting of these documents is fraught with risk of loss or mishandling.

The Indira Gandhi National Centre for Arts, which houses an opulent collection of heritage pieces, manuscripts and an extensive library will also be temporarily moved to the Janpath Hotel.

Last week, over 70 public intellectuals and scholars from India and all across the world, including eminent historian Romila Thapar, critic and scholar Gayatri Spivak and Turkish writer Orhan Pamuk penned an open letter to Prime Minister Narendra Modi, urging for a reconsideration of the government's Central Vista project, saying: ""It is especially troubling that this extravagant project is moving ahead in the midst of a devastating pandemic. The current escalating health crisis calls for a pause and a reset. In the short term, all priorities and resources should be directed at combating the pandemic. In the long term, there should be public consultations so that the future of India's institutions, heritage architecture, and historical collections can be determined through a democratic process... The details of the Central Vista demolition are opaque. It is unclear, for example, how the National Museum art objects will be stored and eventually displayed.""

Earlier this year in February, the centre had claimed that all Heritage buildings, marked to be affected by the projects, would be protected and renovation work would be undertaken following an approval of Heritage Conservation Committee (HCC). However, architects have questioned these claims.

Architect, urban planner, and conservation consultant AG Krishna Menon has said, ""It is wrong from a town planning point of view that the original intent of the capital is being changed. The government claims that it is still conserving the heritage. Again, it is wrong because it is conserving a few buildings and that also the skeletons of the buildings. So in other words, what they're doing is the heritage is being conserved by conserving the building but hollowing out its meaning,"" NDTV quoted.",Central Vista Project: Delhi's 3 Iconic Buildings to Be Demolished,5,2021
768,https://www.thequint.com/news/breaking-news/new-parliament-building-central-vista-groundbreaking-foundation-stone-laying-ceremony-live-updates,"Prime Minister Narendra Modi on Thursday, 10 December laid the foundation stone for a new Parliament building at Central Vista in Delhi.

Calling it a historic day, PM Modi said that the new Parliament building will realise the needs of a 21st century-India.

Meanwhile, Congress spokesperson Randeep Singh Surjewala took to Twitter to ask what would a building built upon trampling democratic values represent.","New Parliament Building Groundbreaking Ceremony LIVE Updates: Central Vista | Watch: 'Historic Day', says PM Modi After Laying Foundation of New Parliament",12,2020
769,https://www.thequint.com/photos/central-vista-redevelopment-toilets-bridges-what-is-new-on-stretch,"With 106 toilets, 16 permanent bridges and 140 new trees, the redeveloped Central Vista Avenue in Delhi is set to be inaugurated on 8 September, Thursday.

The avenue, redeveloped at a cost of Rs 477 crore, will be inaugurated by the Prime Minister Narendra Modi on Thursday and the Rajpath has been renamed 'Kartavya Path.'

The redevelopment of Central Vista Avenue, which extends from the Rashtrapati Bhawan to the India Gate, is part of the larger Central Vista project which envisages a new triangular Parliament building and the rebuilding of the Central Secretariat and other government offices.","Central Vista Avenue Redevelopment: From Bridges to Toilets, What is New on Rajpath?",9,2022
770,https://www.thequint.com/news/politics/meghalaya-governor-satya-pal-malik-attacks-centre-over-farmers-issue-central-vista-redevelopment-project,"Meghalaya Governor Satya Pal Malik, on Sunday, 7 November, came down heavily on the Union government and the ruling Bharatiya Janata Party (BJP) over the farmers' protest, stating that leaders in Delhi send their condolences even when a dog dies but have not done so when around 600 farmers have died over the course of their protest since last year against the three contentious agricultural laws, PTI reported.

Malik, who was previously posted as the Governor of Jammu and Kashmir and Goa, said he wasn't scared of being asked to step down from his post and will step down whenever he is asked to do so.

Malik, who was addressing the Jat community in Jaipur, referred to the assassination of the former Prime Minister Indira Gandhi and asked the ""government not to antagonise the Sikh Community"".","Meghalaya Governor Attacks Centre Over Farmer's Issue, Central Vista Project",11,2021
771,https://www.thequint.com/news/india/central-vista-new-parliament-building-construction-begins,"Their approval came after the SC directed the government to get approvals from relevant authorities, including the 14-member heritage panel. ""Our plans of action are already in place to accelerate the schedule by augmenting resources like skilled manpower and formwork etc,"" said Sandeep Navlakhe, vice president and business unit head of Tata Projects Ltd, to PTI.

He added that procurement activities were happening for the last 35 days and reinforcements required in the walls were already ready. 'We are more than confident that we will be able to deliver this building to the nation on or before time,"" he said.",Central Vista: Construction of New Parliament Building Begins,1,2021
772,https://www.thequint.com/news/india/delhi-hc-agrees-to-hear-plea-seeking-a-halt-on-central-vista-project,"The Delhi High Court on Monday, 10 May, agreed to hear tomorrow a petition that seeks to pause construction work related to the BJP government's Central Vista redevelopment project.

Senior Advocate Sidharth Luthra informed the division bench of Chief Justice DN Patel and Justice Jasmeet Singh of a Supreme Court order, which gave the petitioner liberty to mention the matter in the high court for an early hearing on account of the COVID-19 health emergency.

Luthra said, ""Your lordship was pleased to keep it on 17th May. An SLP was filed..my request is that there is an emergency, a health emergency,"" Bar and Bench reported.",Delhi HC Agrees to Hear Plea on Pausing Central Vista Construction,5,2021
773,https://www.thequint.com/news/india/amid-criticism-centre-attempts-to-dispel-myths-on-central-vista,"Addressing some of these allegations, the government wrote, 'Rs 20,000 crore is a gross rough estimate of all the development work... till date, only two projects of the New Parliament Building with tendered cost Rs 862 crore and Redevelopment of Central Vista Avenue with tendered cost of Rs 477 crore have been awarded and works are underway. Expenditure incurred on these two projects till March 2021 is Rs 195 crore and budget provision for 2021-22 is Rs 790 crore.""

The document said the actual cost of the other projects will be known after detailed project reports are prepared.

Many have raised questions about the government spending Rs 20,000 crore on the project, at a time when India is facing a severe crisis in the health sector.

Recently, a petition was also filed in the Delhi High Court asking for a temporary halt in the construction work in view of the public health crisis, as the second wave of COVID ravaged India.","Amid Criticism, Centre Attempts to Dispel 'Myths' on Central Vista",6,2021
774,https://www.thequint.com/news/india/there-is-total-transparency-in-central-vista-revamp-hardeep-puri,"Amid concerns raised by architects and activists over the Centre's revamp plan for the Central Vista in Delhi, Union minister Hardeep Singh Puri has said there had been 'total transparency' in the project and the architect chosen for the job had consulted multiple town planners and experts for it.

He was responding to queries from reporters on Friday over two petitions filed by activists in the Delhi High Court and concerns raised by many other heritage and architecture experts on the proposed revamp. The minister said,",There's Total Transparency in Central Vista Revamp: Hardeep Puri,2,2020
775,https://www.thequint.com/news/india/central-vista-avenue-parliament-progress-waqf-board-mosques-petition,"Union Housing and Urban Affairs Ministry told the Lok Sabha on Thursday, 2 December, that the redevelopment of the Central Vista Avenue, stretching from Rashtrapati Bhavan to India Gate, with December 2021 as the deadline, has achieved 60 percent of physical progress so far.

It added, the physical progress of the new Parliament building is at 35 percent and is scheduled to be completed by October next year.

Meanwhile, the central government, told the Delhi High Court on Wednesday, 1 December, that the six religious properties, including five mosques that are over a 100 years old, situated in the Lutyens' area may not be impacted by the Central Vista Redevelopment Project at this stage, Indian Express reported.","Central Vista Avenue 60% Complete, Nothing Happening to Mosques for Now: Centre",12,2021
776,https://www.thequint.com/news/india/central-vista-row-delhi-hc-stays-earlier-order-by-single-judge,"The Delhi High Court Friday, 28 February, stayed its single judge's direction to DDA to approach the court before notifying any change to the Master Plan for going forth with the Centre's ambitious project to redevelop the Central Vista  the 3-km stretch from Rashtrapati Bhavan to India Gate in Lutyens' Delhi.

A bench of Chief Justice D N Patel and Justice C Hari Shankar issued the direction on the pleas by the Centre and the Delhi Development Authority (DDA) challenging the single judge's order of 11 February.

The bench also issued notice to the two individuals  Rajeev Suri and Lt Col (retd) Anuj Srivastava  on whose pleas the 11 February order was passed, and listed the Centre and DDA's appeals for further hearing on 6 May.

Suri and Srivastava, in their pleas before the single judge, have opposed the Central Vista project on the ground that it involves a change in land use of the green area adjoining Rajpath and Vijay Chowk for building a new Parliament and government offices.",Central Vista Row: Delhi HC Stays Earlier Order by Single Judge,2,2020
777,https://www.thequint.com/news/politics/12-opposition-party-leaders-write-to-pm-modi-on-vaccines-farm-laws-central-vista,"A joint letter by 12 Opposition parties to Prime Minister Narendra Modi on Wednesday, 12 May, said that the COVID-19 pandemic in India 'has assumed unprecedented dimensions of a human catastrophe' and demanded action on several fronts such as expansion of vaccine production and procurement and the repeal of the Centre's new farm laws.

The letter has been signed by Opposition leaders such as Sonia Gandhi, HD Deve Gowda, Sharad Pawar, Uddhav Thackeray, Mamata Banerjee, MK Stalin, Hemant Soren, Farooq Abdullah, Akhilesh Yadav, Tejashwi Yadav, D Raja, and Sitaram Yechury.

Saying that despite the parties, individually or collectively, having drawn the government's attention to several issues, no action had been taken on these fronts, the letter demanded that measures on some fronts be 'undertaken on a war footing' by the Centre.","Vaccines, Central Vista, Farm Laws: Opposition Leaders Write to PM Modi",5,2021
778,https://www.thequint.com/news/india/central-vista-avenue-redevelopment-project-to-be-completed-by-18-july-new-parliament-building-pm-modi,"The redevelopment project of the Central Vista Avenue, stretching from Vijay Chowk to India Gate, will be completed by 18 July, Union Housing and Urban Affairs Minister Hardeep Singh Puri said on Thursday, 7 July.

Puri said some minor works are currently being carried out at one or two underpasses, which are likely to be completed soon.

The redevelopment project of the Central Vista  the nation's power corridor  envisages a new triangular Parliament building, a common central secretariat, the revamping of the three-kilometre-long Rajpath from Vijay Chowk to India Gate, a new prime minister's residence and a prime minister's office, and a new vice-president's enclave.",Central Vista Avenue Redevelopment Project to Be Completed by July 18: Union Min,7,2022
779,https://www.thequint.com/news/breaking-news/pm-inaugurates-defence-office-complexes-lashes-out-at-central-vista-critics-2,"The prime minister said that the people who are against the Central Vista Project conveniently ignore the fact that the defence complexes project is also a part of it. ""These people ignore this fact so that they can continue spreading falsehood regarding the project,"" he said.","PM Inaugurates Defence Office Complexes, Lashes Out at Central Vista Critics",9,2021
780,https://www.thequint.com/news/india/central-vista-revamp-dda-consultation-only-two-days-1292-objections,"On 6 and 7 February, the Delhi Development Authority (DDA) conducted a consultation for people to present 'oral evidence in person' regarding their objections to the planned redevelopment of the Central Vista in New Delhi.

However, the date and schedule for these public hearings was only posted by the DDA in its website and newspapers on 5 February, giving objectors only a day's notice about the hearings. 1,292 people who had submitted objections were invited by the authority to take part in the process.

In December 2019, the DDA had invited objections/suggestions from the public regarding the government's plan for a new Parliament house, demolition of Rajpath buildings like Shastri Bhavan, Krishi Bhavan, Nirman Bhavan and Vigyan Bhavan, and residences for the prime minister and vice-president.

Gujarat-based architectural firm HCP Design has been chosen by the Centre to plan the project, which has generated some amount of controversy.","How Will DDA Hear 1,292 Concerns About Central Vista Redevelopment Project in 2 Days?",3,2020
781,https://www.thequint.com/news/india/supreme-court-dismisses-plea-against-delhi-high-court-order-rejecting-central-vista-development-halt,"The Supreme Court on Tuesday, 29 June, dismissed pleas challenging the Delhi High Court judgment that rejected a PIL, seeking the temporary cessation of the Central Vista development work during the second wave of the COVID-19 pandemic.

The Supreme Court, affirming the high court's position, said that the petitioners had singled out one project, and had not properly researched the impact of other such public projects, as per a LiveLaw report.",Supreme Court Dismisses Plea Against Delhi High Court Order Rejecting Central Vista Development Halt,6,2021
782,https://www.thequint.com/news/india/no-stay-for-now-on-stay-rs-20k-crore-central-vista-project-sc,"The Supreme Court on Thursday, 30 April, reportedly declined to stay the ambitious Central Vista project that aims to redevelop key parts of central Delhi for now, and said that there was no pressing urgency to stay the project as the whole country was under lockdown due to COVID-19.

The apex court was hearing a petition challenging a notification issued by the centre on 20 March, proposing changes in land use for the project, Hindustan Times reported

'During COVID-19 nobody is going to do anything. There is no urgency...', CJI Bobde reportedly remarked while hearing the matter on Thursday. Solicitor general Tushar Mehta arguing on behalf of the government in the case, reportedly said, 'Parliament is being constructed. Why is there a problem?'

Rashtrapati Bhavan, Parliament, North Block, South Block, Vice-President's House and Central Secretariat  all come under Central Vista. So do institutions like National Museum, National Archives, Indira Gandhi National Centre for Arts or IGNCA, Udyog Bhawan, Bikaner House, Hyderabad House, Nirman Bhawan and Jawahar Bhawan.",No Stay for now on Stay Rs 20k Crore Central Vista Project: SC,4,2020
783,https://www.thequint.com/news/india/central-vista-redevelopment-seven-things-you-should-know-about-the-new-parliament,"However, the new building is not without its set of problems.

The Supreme Court  hearing legal challenges against the environment clearance and change in land use of the new Parliament  has expressed its discontentment with the way in which the ceremony was being conducted before the court had ruled on the case, but still allowed it to proceed.

Where will the new Parliament be built? What's the political significance of its design? And how much is it going to cost? Here's everything you need to know.",Central Vista Redevelopment: Six Things You Should Know About the New Parliament,1,2021
784,https://www.thequint.com/coronavirus/photo-story-central-vista-construction-continues-amid-pandemic,"The Supreme Court of India, on 7 May, said that it will not interfere in the plea to halt the construction at the Central Vista Redevelopment Project that is pending before the Delhi High Court.

Activists have petitioned to the courts that the construction of the project should be halted in light of the COVID-19 pandemic.",In Photos: Central Vista Construction Continues Amid Pandemic,5,2021
785,https://www.thequint.com/news/india/prime-minister-narendra-modi-inaugurate-central-vista-new-delhi-rajpath-before-and-after-photos,"Prime Minister Narendra Modi inaugurated the all-new 'Kartavya Path' in New Delhi on Thursday, 8 September. During the inauguration, Modi said that ""Rajpath was for the British for whom the people of India were slaves. It was a symbol of colonialism. Now, its architecture has changed, and its spirit has also changed.""

PM Modi also unveiled a statue of Netaji Subhas Chandra Bose at the India Gate, along with an exhibition showcasing the before and after visuals of the Central Vista Avenue.

Following the inauguration, it will be made open to the public.

A large number of people, including VVIPs and other invitees, attended the inauguration ceremony.",PM Modi To Inaugurate Revamped Central Vista Today in New Delhi,9,2022
786,https://www.thequint.com/news/india/sc-to-hear-plea-on-central-vista-challenging-delhi-hc-order,"The Supreme Court on Tuesday, 3 March agreed to hear a plea against the Delhi High Court order, which ruled that it is not mandatory for the Delhi Development Authority (DDA) to inform it before notifying changes in the Master Plan to make room for the Centre's Central Vista project.

According to the authorities, this project would cover the 3 km stretch from Rashtrapati Bhavan to India Gate in Lutyens' Delhi, and involves the development of new government buildings and a new Parliament house. The apex court will hear the plea on March 6.

The bid for consultancy for the Centre's project to redevelop the Central Vista was won by Gujarat-based architecture firm HCP Designs.",SC to Hear Plea on Central Vista Challenging Delhi HC Order,3,2020
787,https://www.thequint.com/news/india/an-architect-explains-why-india-does-not-need-a-central-vista-revamp,"A new Parliament, demolition of iconic structures like the Indira Gandhi National Centre for the Arts (IGNCA), a Rajpath which isn't fully accessible to the public  PM Modi's ambitious Central Vista redevelopment project is set to change the landscape of Delhi.

But the Central Vista revamp is not just a project about Delhi. It aims to redevelop the 3 km stretch from Rashtrapati Bhavan to India Gate in Lutyens' Delhi  the heart of India's political power. Does India need a Central Vista redevelopment? Is the vision of the redevelopment, as envisaged by Ahmedabad-based firm HCP Design, aligned with what the planners of Delhi originally wanted for the city?

The Quint spoke to Narayan Moorthy, a Delhi-based architect and part of Lokpath India, a citizens' collective which includes architects, urban planners, environmentalists and social activists.

Moorthy argues that the proposed Central Vista redevelopment might not be a good idea. Here's why.",Central Vista Redevelopment: An Architect Explains Why India Didn't Need A Central Vista Revamp,1,2021
788,https://www.thequint.com/news/law/hc-reserves-judgment-on-plea-to-halt-central-vista-construction,"""There was a curfew imposed and everything had to be closed. Suddenly, we find a very fascinating thing: a letter is written seeking permission to Shapoorji Pallonji in view of the stringent timeline of work.'

Luthra also said that the petition was filed because they ""were afraid that their dereliction was going to lead to an Auschwitz on the gardens of Delhi.""

Luthra disputed the government's claims of the worksite having all COVID-19 facilities and adherence to COVID protocol.",HC Reserves Judgment on Plea to Halt Central Vista Construction,5,2021
